Property.Address.StreetAddress,Property.Address.UnitNumber,Property.Address.City,Property.Address.Province,PostalCode,Property.Address.Country,Property.Address.Latitude,Property.Address.Longitude,MlsNumber,Property.PriceUnformattedValue,DetailsURL,Building.SizeInterior,Building.Bedrooms,Building.BathroomTotal,Building.StoriesTotal,Building.UnitTotal,Land.SizeTotal,Land.SizeFrontage,Property.PhotoLink,Property.Type,Building.Type,Property.OwnershipType,Property.ParkingType,Property.ParkingSpaceTotal,PublicRemarks
312 Karn Street,,Kitchener,Ontario,N2M2C1,Canada,43.444783,-80.51502,21001932,535000,https://realtor.ca/real-estate/23182129/312-karn-street-kitchener,,3 + 1,2,2,,29.99X110.00,,https://cdn.realtor.ca/listings/TS637562594277470000/reb32/highres/2/21001932_1.jpg,Single Family,House,Freehold,No Garage,,"Welcome to 312 Karn Street. This 4 bedroom semi-detached home, minutes away from Belmont village is perfect for first time home buyers or investors. The main floor has a recently upgraded kitchen and living room with access to the backyard  Upstairs has three bedrooms with another bedroom on bottom floor.  The bottom floor has potential as a rental unit/in law suite with separate entrance. Upgrades include eavestrough (2019), refinished hardwood floors, roof and shed(2019). Please follow all Covid procedures when showing. No pre-emptive offers as per Sellers instructions. Offers to be registered 4:00 pm on Tuesday May 18 and reviewed at 6:00 pm same day (44184061)"
250 Albert Street,215,Waterloo,Ontario,N2L3T6,Canada,43.47482178,-80.53209668,40110884,309000,https://realtor.ca/real-estate/23181959/250-albert-street-unit-215-waterloo,457.0300,1 + 0,1,1,0,,,https://cdn.realtor.ca/listings/TS637562586414700000/reb16/highres/4/40110884_1.jpg,Single Family,Apartment,Condominium,,,"Newer Building. Excellent Location. High Demand Area W/Growing Community. Turnkey Unit For Luxurious Living. Bright & Open Concept Layout With 1 Bedroom, In-Suite Laundry, Dining Area, Modern Kitchen, Granite Counter & Walk-Out Balcony. Fully Finished. Walking Distance To The University Of Waterloo And Wilfred Laurier University. Massive Income. Tenant Will Move Out In September. Owned TWO Parking Space. (63292843)"
100 Bluevale Street N,2,Waterloo,Ontario,N2J4M0,Canada,43.4716549,-80.50061747,40111061,449900,https://realtor.ca/real-estate/23182106/100-bluevale-street-n-unit-2-waterloo,,3 + 0,3,2,,,,https://cdn.realtor.ca/listings/TS637562592251700000/reb16/highres/1/40111061_1.jpg,Single Family,Row / Townhouse,Condominium,Attached Garage,2,"This move in ready home or investment property has been recently renovated including furnace and central air has single car garage. this multilevel unit has three bedrooms two bathrooms, upgraded kitchen counters. Main level offers kitchen with breakfast bar, access to rear yard and patio, spacious living and dining room with newer laminate flooring a must show. (63293167)"
160B Weber St N,,Waterloo,Ontario,N2J3H1,Canada,43.474103,-80.516115,X5227731,559900,https://realtor.ca/real-estate/23181424/160b-weber-st-n-waterloo,,3 + 1,2,2,,30 x 135 FT,,https://cdn.realtor.ca/listings/TS637562526453700000/reb82/highres/1/x5227731_1.jpg,Single Family,House,Freehold,,,"Welcome To 160B Weber St North, Don't Miss This Incredible Opportunity To Own A Renovated 2Story,All Brick,Freehold Home!Recently Painted(2020)&Carpet Free W High Quality Flooring(2020) Throughout For A Modern Ambiance&Feel.Comb W Triple Pane Windows(2019)&A Spacious Backyard,This Home Easily Checks Off All The Right Boxes.Walking Dist To Wlu,Sobeys&Much More W Transit Just Steps Away For Easy Access To Uw.**** EXTRAS **** Fridge,Stove,Washer,Dryer Perfect For First Time Home Buyers&Investors Looking For An Entry Point Into The Waterloo Market! (28409155)"
288 Albert Street,119,Waterloo,Ontario,N2L3T8,Canada,43.47717462,-80.53385087,40111333,499900,https://realtor.ca/real-estate/23181618/288-albert-street-unit-119-waterloo,,0 + 3,3,,0,,,https://cdn.realtor.ca/listings/TS637562545177600000/reb85/highres/3/40111333_1.jpg,Single Family,Row / Townhouse,Condominium,,,"Excellent investment opportunity, spacious townhouse located in a popular district,steps to Wilfrid Laurier University and walking distance to University of Waterloo.2 different bus stops to U Of W directly around there.Main floor offers spacious living room,kitchen,dining room,Den(used as 4th bedroom)& a 3 PC bathroom.2nd floor contains 3 great sized bedrooms & 2 full bathrooms and study area.Located close to all amenities & located at the central Tech HUB. (63292951)"
52 Daytona St,,Kitchener,Ontario,N2M5M3,Canada,43.4353769,-80.5242238,X5227740,599900,https://realtor.ca/real-estate/23181425/52-daytona-st-kitchener,,3,2,,,39.66 x 100.17 FT ; 102.90Ft X 39.66Ft X 100.17Ft X 57.55 Ft,,https://cdn.realtor.ca/listings/TS637562687520470000/reb82/highres/0/x5227740_1.jpg,Single Family,House,Freehold,Attached Garage,5,"3 Bedroom 2 Bath Detached Backsplit In A Quiet & Family Friendly Neighbourhood! L-Shaped Living & Dining Room Overlooking Front Yard, Spacious Kitchen, Good Size Bedrooms, Lower Level Features Huge Family Room With Walkout To A Patio Overlooking Park. Fully Fenced Backyard With Garden Shed. Furnace (May 2021), Windows 2011, Roof 2006.**** EXTRAS **** Fridge, Stove, All Elf's, All Window Coverings, Garden Shed. Exclude: Dishwasher, 2 Freezers, Washer & Dryer. Close To All Amenities - Schools, Parks, Shopping, Trails, Convenient Access To Major Roads  & Conestoga Parkway. (28409165)"
250 Albert St,212,Waterloo,Ontario,N2L3T6,Canada,43.4752015,-80.5326417,X5227913,289990,https://realtor.ca/real-estate/23181446/212-250-albert-st-waterloo,,1,1,,,,,,Single Family,Apartment,Condominium/Strata,,,"Amazing Investment Opportunity In Waterloo. Rare Studio Apartment. Steps To Wilfred Laurier, U Of Waterloo, Near Kitchener Go Station, Steps To The New Lrt. Ideal For Investors & First Time Home Buyers. Fully Furnished, All Appliances Included. This Turn-Key Investment Offers Luxurious Living.**** EXTRAS **** Fridge, Stove, Washer, Dryer, Furniture Included: Double Bed, Double Mattress, Bedside Table, Desk With Chair, Media Unit, 50"""" Flat Screen Tv. Exclusions: Tenants Belongings. (28409359)"
19 Peppler St,,Waterloo,Ontario,N2J3C3,Canada,43.4668019,-80.5195439,X5227946,499900,https://realtor.ca/real-estate/23180808/19-peppler-st-waterloo,,3,2,2,,42.66 x 70.62 FT,,https://cdn.realtor.ca/listings/TS637562507458830000/reb86/highres/6/x5227946_1.jpg,Single Family,House,Freehold,,,"Attention Investors, First Time Home Buyers! This 4 Bedroom, 2 Bath Home, Parking For 4 & Fully Finished Basement With Separate Entrance Has Tons Of Potential. Main Floor With Front Foyer, Living Room With Fireplace & Big Windows, Kitchen, Laundry & Bedroom. Upstairs You'll Find 3 More Good Sized Bedrooms & Full 4Pc Bath. Basement Has Separate Entrance, 2 Rooms With Doors Plus Den & Full 3Pc Bath. Fully Fenced Backyard Makes The Perfect Outdoor Living Space.**** EXTRAS **** Out Of Town Realtors To Download Sentriconnect. Lockbox Located At Side Door, Recommend Agent Use The Side Door And Open The Front Door To Buyers. Only Agent And 2 Buyers In The Home, Please No Children. (28408754)"
5 Pollock Ave,,Cambridge,Ontario,N1R2A9,Canada,43.3577083,-80.3065773,X5227920,549900,https://realtor.ca/real-estate/23180805/5-pollock-ave-cambridge,,2 + 1,2,1,,43 x 52 FT ; 54.84 Ft X 43.26 Ft X 53.51 Ft X 42.56 F,,https://cdn.realtor.ca/listings/TS637562507420630000/reb86/highres/0/x5227920_1.jpg,Single Family,House,Freehold,,,"Welcome To 5 Pollock Avenue, Cambridge. This 3 Bed 2 Bath Bungalow Is A Cozy Home, Ideal For A Young Couple Looking For An Urban Nest, Or As An Investment Property For Short-Term Rentals (Currently Being Used As An Air Bnb). This Home Features A Neat Living Area With Bathrooms And A Kitchen And A Fully Finished Basement, All Designed To Suit The Needs For A Comfortable Day-To-Day Living.**** EXTRAS **** Dryer, Refrigerator, Stove, Washer (28408725)"
1009 Queenston Road,209,Cambridge,Ontario,N3H3K7,Canada,43.39315915,-80.35519387,40107667,359900,https://realtor.ca/real-estate/23180857/1009-queenston-road-unit-209-cambridge,872.1000,2 + 0,1,1,,,,https://cdn.realtor.ca/listings/TS637562510902430000/reb20/highres/7/40107667_1.jpg,Single Family,Apartment,Condominium,Underground,1,"Attention First Time Buyers, Investors,  & Downsizers. This gorgeous 2 bedroom condo is awaiting its next owner. Welcome to 1009 Queenston Rd #209. When you enter you are welcomed by a large entrance way with in suite laundry and storage closet. From there you enter the open concept kitchen with large island. The kitchen offers new stainless steel fridge & stove (2020), and updated backsplash. Near the back of the unit is the large living room complete with new pot lights and large bay window providing lots of natural light. The large primary bedroom has a walk in closet, and entrance to the 4 piece bathroom. The second bedroom is a great size with new closet, barn door and lots of storage present. This unit also comes with 1 underground garage parking space and storage locker. Other features include fresh paint (2020), new bathroom sink and faucet, pot lights, all new light fixtures, and new kitchen faucet (2020). Book your showing today and take advantage of this opportunity to break into the market with an affordable option. (63288524)"
102 Ralgreen Crescent,,Kitchener,Ontario,N2M1T9,Canada,43.43335838,-80.51981789,40110765,450000,https://realtor.ca/real-estate/23180971/102-ralgreen-crescent-kitchener,1287.0000,3 + 0,2,2,,under 1/2 acre,27 ft,https://cdn.realtor.ca/listings/TS637562520403270000/reb16/highres/5/40110765_1.jpg,Single Family,Row / Townhouse,Freehold,Attached Garage,3,"Wow! Freehold (No condo fees!) townhome in beautiful Forest Hill with loads of updates throughout. The end unit gives you a wider lot, larger front yard & direct access to backyard which makes mowing a breeze. Upon arrival, take note of the covered entrance with floor to ceiling window and direct access to the garage. Step inside and be greeted by loads of natural light flooding through the main floor. Enter the bright, updated kitchen (2011) with stainless steel appliances, breakfast bar and country chic cabinetry and tile backsplash. Youll love entertaining with your dining room and living room that flow easily together. The original hardwood flooring as been beautifully refinished throughout the main floor. Cozy up with a cup of coffee and sit in the large 5 panel bay window and watch the kids play or open the French doors that lead to the 120 foot deep lot. The main floor also features a refreshed 2 piece bathroom (2021). Head upstairs to the 3 spacious and bright bedrooms on the solid wood staircase with unique mid-century railing. Original hardwood flooring, primary bedroom with ensuite privileges and a main updated bathroom(2021) with tasteful, black cabinetry and vessel sink. Moving down to the basement, you have plenty of bonus space. The recreational room has been recently updated (2021) and the possibilities are endless! This could be extra living space, entertainment space, a playroom, or a home office or two. There's also plenty of added storage throughout. Outside, a large, fenced in yard has loads of garden space and a spacious deck just awaiting your creative touches. All of this and you're living in the amazing neighbourhood of Forest Hill in Kitchener. Take a walk around the beautiful and mature tree-lined streets, or hop on the trail that takes you to Victoria Park. You can even walk to all of your shopping needs along Highland Road, or a quick drive to the Boardwalk. This is a home and neighbourhood that you can be proud to raise your family in. (63291736)"
27 Glenmorris Street,,Cambridge,Ontario,N1S2Y1,Canada,43.35184668,-80.32263506,40109230,599900,https://realtor.ca/real-estate/23180184/27-glenmorris-street-cambridge,1094.0000,2 + 1,3,2,0,under 1/2 acre,32 ft,https://cdn.realtor.ca/listings/TS637562450907670000/reb20/highres/0/40109230_1.jpg,Single Family,House,Freehold,Attached Garage,6,"Totally turn-key and move-in-ready, 27 Glenmorris Street has been completely renovated, over the last couple of years. The open concept main floor features a new kitchen with stone accented breakfast bar, gas range and plenty of cabinetry, a living room with bay window, and a powder room. Two spacious bedrooms and a four-piece main bath - with soaker tub and glass shower - occupy the second level and a large recroom (or spare bedroom), a three-piece bath, and laundry/utility area are located in the finished basement. Beautiful engineered hardwood floors, crown moulding, LED lighting, and decorative barn-style doors can be found throughout. The long paved driveway with parking for up to five vehicles extends through a double gate to a detached 17x17 garage/workshop with hydro and epoxy floor - perfect for the car/hobby enthusiast. A new porch lines the front facade of the home, while a covered rear deck provides the perfect space for outdoor dining in the virtually maintenance-free backyard. Located within walking distance of Downtown amenities and entertainment, as well as schools and parks. (63289414)"
